"기준년월","HSK품목코드","수출입구분코드","수산물수출입품목명","수출입구분명","당월수출입중량(킬로그램)","당월수출입미화금액(달러)","당해누계수출입중량(킬로그램)","당해누계수출입미화금액(달러)","데이터기준일자"
"2023-04","0308192000","E","해삼(건조한 것)","수출","10","7834","10","7834","2023-04-30"
"2023-04","0308193000","E","해삼(염장 또는 염수장한 것)","수출","0","0","4780","316514","2023-04-30"
"2023-04","0308210000","E","성게(산 것 신선 또는 냉장한 것)","수출","20","2229","237","24046","2023-04-30"
"2023-04","0308220000","E","냉동한 것","수출","0","0","861","91318","2023-04-30"
"2023-04","0308293000","E","성게(염장 또는 염수장한 것)","수출","50","3270","6478","583524","2023-04-30"
"2023-04","0308302000","E","해파리(냉동한 것)","수출","0","0","1010","7397","2023-04-30"
"2023-04","0308304000","E","해파리(염장 또는 염수장한 것)","수출","15700","33445","783001","1091758","2023-04-30"
"2023-04","0308901019","E","우렁쉥이(기타)(산 것 신선 또는 냉장한 것)","수출","2386","33624","9525","128190","2023-04-30"
"2023-04","0308901090","E","수생무척추동물의 기타(산 것)","수출","333","8198","1067","27056","2023-04-30"
"2023-04","0308902010","E","우렁쉥이(냉동한 것)","수출","4450","64764","12081","180193","2023-04-30"
"2023-04","0308902090","E","수생무척추동물의 기타(냉동 한것)","수출","48","541","311","3542","2023-04-30"
"2023-04","0308903000","E","우렁쉥이/ 기타수생무척추동물(건조)-해삼/성게/해파리 제외","수출","0","0","30","998","2023-04-30"
"2023-04","0308904000","E","수생무척추동물의 기타(염장 또는 염수장한 것)","수출","10","324","1159","27531","2023-04-30"
"2023-04","0309100000","E","식용어류분","수출","209","5363","284","6039","2023-04-30"
"2023-04","0309909000","E","식용어류분","수출","0","0","720","13876","2023-04-30"
"2023-04","0508001000","E","산호(coral)","수출","0","0","10","290","2023-04-30"
"2023-04","0508002020","E","청패각(전복)","수출","0","0","30","220","2023-04-30"
"2023-04","0508002090","E","기타패각","수출","700","25467","44124","90361","2023-04-30"
"2023-04","0508009000","E","연체동물/갑각류/극피동물","수출","140011","248911","544156","818626","2023-04-30"
"2023-04","0511911010","E","부화용알(브라인슈림프알)","수출","12","610","224","10206","2023-04-30"
"2023-04","0511919000","E","어류/갑각류/연체동물/수행동","수출","1390435","972045","2023830","1869117","2023-04-30"
"2023-04","0511996000","E","동물성의해면","수출","0","0","4","6336","2023-04-30"
"2023-04","1212211010","E","김(건조한 것)(식용의 것)","수출","1771956","28036913","6727342","107419291","2023-04-30"
"2023-04","1212211030","E","김(냉동한 것)(식용의 것)","수출","0","0","72","1540","2023-04-30"
"2023-04","1212211090","E","김(기타)(식용의 것)","수출","3176","48592","18383","221677","2023-04-30"
"2023-04","1212212010","E","미역(건조한 것)(식용의 것)","수출","227537","2690213","734314","8714033","2023-04-30"
"2023-04","1212212020","E","미역(염장한 것)(식용의 것)","수출","753924","803183","1466159","2513483","2023-04-30"
"2023-04","1212212040","E","미역(냉동한 것)(식용의 것)","수출","654220","866347","2664274","3511521","2023-04-30"
"2023-04","1212212090","E","미역(기타)(식용의 것)","수출","24032","122512","92834","397684","2023-04-30"
"2023-04","1212213010","E","톳(건조한 것)(식용의 것)","수출","122966","1128947","546015","5118686","2023-04-30"
"2023-04","1212213020","E","톳(냉장한 것)(식용의 것)","수출","0","0","2","9","2023-04-30"
"2023-04","1212213090","E","톳(기타)(식용의 것)","수출","95","985","5142","53211","2023-04-30"
"2023-04","1212214010","E","파래(건조한 것)(식용의 것)","수출","51","1073","1808","28428","2023-04-30"
"2023-04","1212214030","E","냉동한 것","수출","0","0","812","10898","2023-04-30"
"2023-04","1212214090","E","파래(기타)(식용의 것)","수출","7917","141596","23967","670524","2023-04-30"
"2023-04","1212215010","E","다시마(염장한 것)(식용의 것)","수출","10272","26568","50846","109563","2023-04-30"
"2023-04","1212215030","E","다시마(냉동한 것)(식용의 것)","수출","959","2089","6334","17136","2023-04-30"
"2023-04","1212215090","E","다시마(기타)(식용의 것)","수출","32263","362834","114624","1473468","2023-04-30"
"2023-04","1212216090","E","우뭇가사리(기타)(식용의 것)","수출","25248","267739","94108","774640","2023-04-30"
"2023-04","1212217029","E","기타","수출","0","0","3600","104739","2023-04-30"
"2023-04","1212219011","E","코토니 및 스피노잠(냉동)(식용의 것)","수출","0","0","77","1475","2023-04-30"
"2023-04","1212219099","E","해초류와 기타조류 기타(기타)(식용의 것)","수출","4744","33595","22640","210016","2023-04-30"
"2023-04","1212291090","E","김(기타)","수출","0","0","577","17852","2023-04-30"
"2023-04","1212292090","E","미역(기타)","수출","5805","59380","15498","188234","2023-04-30"
"2023-04","1212294090","E","파래(기타)","수출","0","0","65","409","2023-04-30"
"2023-04","1212295090","E","다시마(기타)","수출","396","4952","4078","38432","2023-04-30"
"2023-04","1212299091","E","해초류와 기타조류 기타(냉동","수출","0","0","120","1266","2023-04-30"
"2023-04","1212299099","E","해초류와 기타조류 기타(기타)","수출","5470","13400","22377","47443","2023-04-30"
"2023-04","1302311000","E","실한천","수출","2805","110038","8884","372883","2023-04-30"
"2023-04","1302312000","E","분한천","수출","50476","1432712","127096","3427547","2023-04-30"
"2023-04","1302319000","E","한천(실한천/분한천 이외 기타)","수출","7","820","487","7942","2023-04-30"
"2023-04","1504101000","E","상어의 간유(肝油)와 그 분획물","수출","0","0","63","12392","2023-04-30"
"2023-04","1504109000","E","어류의간유/분획물(상어의간유","수출","15200","54579","116000","248062","2023-04-30"
"2023-04","1504200000","E","어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]","수출","0","0","25297","162975","2023-04-30"
"2023-04","1603003000","E","어류의액스","수출","9159","47216","39791","160601","2023-04-30"
"2023-04","1603004000","E","어류의즙","수출","10138","20883","43865","86821","2023-04-30"
"2023-04","1603009000","E","갑각류/연체동물/수생동물의","수출","38515","180448","223706","1106390","2023-04-30"
"2023-04","1604111000","E","연어(조제/밀폐용기에 넣은 것)","수출","15","447","2745","26275","2023-04-30"
"2023-04","1604119000","E","연어(조제/밀페용기에 넣은 것 이외 기타)","수출","0","0","167","3998","2023-04-30"
"2023-04","1604121000","E","청어(밀폐용기에넣은것)","수출","120","2697","120","2697","2023-04-30"
"2023-04","1604129000","E","청어(통조림외조제품)","수출","270","3582","2670","33508","2023-04-30"
"2023-04","1604141011","E","다랭이(기름담금)","수출","18684","143345","103140","772369","2023-04-30"
"2023-04","1604141012","E","다랭이(보일드)","수출","0","0","451","2624","2023-04-30"
"2023-04","1604141019","E","다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","수출","66953","560358","191988","1813306","2023-04-30"
"2023-04","1604141021","E","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수출","120065","743866","486855","3110939","2023-04-30"
"2023-04","1604141029","E","가다랭이(기타)","수출","64149","448334","254362","1660690","2023-04-30"
"2023-04","1604141039","E","버니토우(기타)","수출","0","0","301","2722","2023-04-30"
"2023-04","1604149000","E","다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수출","20","317","2806","25179","2023-04-30"
"2023-04","1604151000","E","고등어(조제/밀폐용기에 넣은 것)","수출","8263","31355","49312","271230","2023-04-30"
"2023-04","1604159000","E","고등어(조제/밀폐용기에 넣은 것 이외 기타)","수출","3600","41638","10372","104551","2023-04-30"
"2023-04","1604161000","E","멸치(조제/밀폐용기에 넣은 것)","수출","1136","23391","5005","90980","2023-04-30"
"2023-04","1604169000","E","전갱이(조제/밀폐용기에 넣은 것 이외 기타)","수출","4587","149749","16940","378239","2023-04-30"
"2023-04","1604171000","E","뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출","269","6451","25383","496372","2023-04-30"
"2023-04","1604179000","E","뱀장어(조제 또는 저장처리)","수출","242","7487","1700","40230","2023-04-30"
"2023-04","1604191010","E","꽁치(통조림외조제품)","수출","17554","102839","109577","487321","2023-04-30"
"2023-04","1604191090","E","어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)","수출","3161","33026","10509","127069","2023-04-30"
"2023-04","1604199010","E","쥐치포(조제/밀페용기 이외 기타)","수출","7290","100535","47467","791750","2023-04-30"
"2023-04","1604199090","E","어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)","수출","31360","507283","92092","1498656","2023-04-30"
"2023-04","1604201000","E","생선페이스트","수출","1600","7933","1600","7933","2023-04-30"
"2023-04","1604202000","E","생선마리네이드","수출","0","0","1147","8945","2023-04-30"
"2023-04","1604203000","E","생선소시지","수출","143861","852742","588356","3490058","2023-04-30"
"2023-04","1604204010","E","생선묵(게맛)","수출","583545","2889112","2132362","10694827","2023-04-30"
"2023-04","1604204090","E","생선묵(게맛의 것 이외 기타)","수출","771597","2750639","3058236","10912098","2023-04-30"
"2023-04","1604209000","E","어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)","수출","246157","2180380","896388","7644715","2023-04-30"
"2023-04","1604320000","E","캐비아 대용물","수출","35661","802038","131819","2468941","2023-04-30"
"2023-04","1605101010","E","게살(밀폐용기에넣은것)","수출","3999","54789","16548","149617","2023-04-30"
"2023-04","1605101091","E","붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수출","323694","4691111","1275990","18411223","2023-04-30"
"2023-04","1605101099","E","기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타)","수출","19439","342264","56313","925618","2023-04-30"
"2023-04","1605109000","E","게 조제품(게살 이외 기타)","수출","32187","373014","116355","1259390","2023-04-30"
